,tote_id,batch,weight,gmc,color,size,location
467,0329,BCGH74,1816.0,B11751387,SL,7X10,940
468,1354,BCGA23,1203.0,B11751387,SL,7X10,870-3
469,0259,BCDF16,59.0,B11751394,SM,10X30,870-3
470,0203,BCDF17,79.0,B11751400,SM,25X100,870-4
471,0350,BCFP32,565.0,B11751417,SM,30X150,Zone E
472,1485,BCFX68,1034.0,B11751417,SM,30X150,870-1
473,0211,BCFW51,961.0,B11751574,ZP,4X12,Zone E
474,0597,BCFW06,1718.0,B11751595,TR,4X12,940
475,0392,BCFW11,973.0,B11751607,TR,7X10,940
476,0490,BCFW08,1744.0,B11751607,TR,7X10,940
477,0561,BCFR47,599.0,B11751690,VW,4X12,Zone C
478,0633,BCAU20,1569.0,B11751753,GC,4X12,Dirty Totes
479,0699,BCAM83,1121.0,B11751753,GC,4X12,870-4
480,0870,BCAF56,1641.2099609375,B11751753,GC,4X12,Dirty Totes
481,0558,BCGI93,1300.0,B11751766,GC,7X10,Zone D
482,0216,BCEV41,1046.0,B11751766,GC,7X10,870-4
483,0797,BCGH55,979.0,B11787239,MW,4X12,940.4
484,1475,BCGH54,1834.0,B11787239,MW,4X12,Dirty Totes
485,0942,BCFX18,1841.0,B11787239,MW,4X12,940.4
486,0423,BCFX23,1850.0,B11787239,MW,4X12,Dirty Totes
487,0990,BCGH53,1850.0,B11787239,MW,4X12,Dirty Totes
488,0123,BCFH22,1612.0,B11787239,MW,4X12,Dirty Totes
489,0256,BCEJ75,1224.0,B11787255,LR,7X10,Zone A
490,0791,BCEK31,1203.0,B11787675,BC,7X10,940
491,0847,BCGF83,1827.0,B11877371,MH,25X100,Zone B
492,0995,BCGF85,353.0,B11877371,MH,25X100,Zone B
493,0474,BCCW24,921.0,B11877371,MH,25X100,940
494,0153,BCGF84,1803.0,B11877371,MH,25X100,Zone B
495,1100,BCFR14,1478.0,B11877371,MH,25X100,Prep1
496,0827,BCGA14,1849.0,B11877387,MS,4X12,Zone E
497,0061,BCED33,1767.0,B11877387,MS,4X12,Zone C
498,1185,BCGA15,1051.0,B11877387,MS,4X12,Zone E
499,0025,BCED05,211.0,B11877414,JV,10X30,940
500,0968,BCGE33,1843.0,B11877414,JV,10X30,Zone D
501,0765,BCGE34,1829.0,B11877414,JV,10X30,Zone D
502,0208,BCGE35,1850.0,B11877414,JV,10X30,Zone D
503,0381,BCGE31,1836.0,B11877414,JV,10X30,Zone D
504,0903,BCGE36,1800.0,B11877414,JV,10X30,Zone D
505,0428,BCGH37,834.906005859375,B11943862,AR,25X100,Drop for 870
506,0151,BCGH34,1815.0,B11943862,AR,25X100,940
507,0111,BCFX97,1810.0,B11943862,AR,25X100,Drop for 870
508,0849,BCGH35,1844.0,B11943862,AR,25X100,940
509,0252,BCGH41,1806.0,B11943862,AR,25X100,Drop for 870
510,0447,BCGH46,1828.0,B11943862,AR,25X100,Drop for 870
511,1070,BCGH43,1820.0,B11943862,AR,25X100,Drop for 870
512,1177,BCGH40,1831.0,B11943862,AR,25X100,Drop for 870
513,0737,BCGH47,691.0,B11943862,AR,25X100,870-4
514,0845,BCGH36,1825.0,B11943862,AR,25X100,940
515,0801,BCGH38,1801.0,B11943862,AR,25X100,Drop for 870
516,0104,BCGH39,1821.0,B11943862,AR,25X100,Drop for 870
517,0352,BCFI80,605.0,B11943876,BI,25X100,870-5
518,0414,BCFI87,1744.0,B11943876,BI,25X100,940.4
519,0582,BCFI91,1726.0,B11943876,BI,25X100,940.4
520,0107,BCFI93,1711.0,B11943876,BI,25X100,940.4
521,0375,BCEV17,426.0,B11943886,FN,20X70,940
522,0547,BCFY21,1850.0,B11943906,EL,20X70,Zone E
523,1386,BCFY22,1204.0,B11943906,EL,20X70,870-5
524,0391,BCGE42,1827.0,B11943913,JV,20X70,Zone C
525,0615,BCGE45,1290.0,B11943913,JV,20X70,Zone C
526,0743,BCGE44,1841.0,B11943913,JV,20X70,Zone C
527,0926,BCGE43,1845.0,B11943913,JV,20X70,Zone C
528,0195,BCDU18,555.0,B11943913,JV,20X70,Zone E
529,1422,BCGA26,1639.0,B11943913,JV,20X70,Zone E
530,1077,BCGE40,1815.0,B11943913,JV,20X70,Zone C
531,1478,BCGE38,1822.0,B11943913,JV,20X70,Zone D
532,1417,BCGE39,1840.0,B11943913,JV,20X70,Zone C
533,0526,BCGH76,1810.0,B11943929,LR,20X70,Zone A
534,0395,BCGH80,1153.0,B11943929,LR,20X70,Zone A
535,0247,BCGH78,1680.0,B11943929,LR,20X70,Zone A
536,1078,BCGH75,1307.0,B11943929,LR,20X70,870-4
537,0409,BCBC03,467.0,B11943964,MS,20X70,Jaco Grinding
538,0719,BCGF18,1835.0,B11943972,MT,25X100,940
539,0804,BCGF12,1823.0,B11943972,MT,25X100,940
540,0069,BCGF24,1844.0,B11943972,MT,25X100,Drop for 870
541,0464,BCFX21,1560.0,B11943972,MT,25X100,Zone E
542,0813,BCFG88,1851.0,B11943972,MT,25X100,Drop for 870
543,1487,BCGF25,1815.0,B11943972,MT,25X100,Drop for 870
544,1409,BCGF15,1819.0,B11943972,MT,25X100,940
545,1111,BCGJ09,1365.0,B11943972,MT,25X100,Zone D
546,1130,BCGF17,1801.0,B11943972,MT,25X100,940
547,0052,BCFW79,1766.0,B11943972,MT,25X100,870-2
548,0792,BCGF14,1834.0,B11943972,MT,25X100,940
549,0378,BCGF19,1820.0,B11943972,MT,25X100,Drop for 870
550,0954,BCGJ07,1801.0,B11943972,MT,25X100,Zone D
551,0984,BCGF23,1744.0,B11943972,MT,25X100,870-5
552,0005,BCFC27,1773.0,B11943985,MV,20X70,870-5
553,1414,BCFC28,1460.0,B11943985,MV,20X70,Zone D
554,1190,BCFK54,1258.0,B11945721,EL,4X12,940
555,0840,BCBA98,1507.0,B11945741,LR,30X150,Zone A
556,0565,BCBB09,1846.0,B11945741,LR,30X150,Zone A
557,0661,BCBB01,1560.0,B11945741,LR,30X150,Zone A
558,0925,BCBB03,1530.0,B11945741,LR,30X150,Zone A
559,1024,Bcfc19,1825.0,B11945758,MV,10X30,Zone E
560,0342,BBTS65,875.0,B11945943,BR,4X12,870-3
561,0281,BCCE96,1523.0,B11945954,CC,20X70,870-1
562,0421,BCFZ01,960.0,B11950471,CC,25X100,Zone C
563,0393,BCEF55,1549.0,B11950471,CC,25X100,870-2
564,1066,BBYI11,1801.0,B11950471,CC,25X100,Zone A
565,0916,BCEP59,707.0,B11950487,FL,10X30,Zone C
566,0607,BCEP99,1228.0,B11950493,MO,25X100,Zone A
567,0584,BCGH24,616.0,B11950493,MO,25X100,870-3
568,0658,BCGH32,1802.0,B11950493,MO,25X100,Zone A
569,0337,BCGH33,1087.0,B11950493,MO,25X100,Zone A
570,0215,BCEK52,1647.0,B11950493,MO,25X100,Zone A
571,0205,BCGH28,1818.0,B11950493,MO,25X100,870-3
572,0218,BCEY20,872.0,B11950501,MV,4X12,870-5
573,0664,BCFY27,875.0,B11950514,MV,7X10,870-5
574,0959,BBTY69,1295.0,B11950563,CN,20X70,870-1
575,0744,BCGA34,1818.0,B11950574,DO,4X12,940.4
576,0522,BCGA35,1425.0,B11950574,DO,4X12,870-5
577,0760,BCFM54,613.0,B11950581,DO,7X10,870-4
578,0444,BCGB00,1557.0,B11950596,FB,20X70,Zone E
579,0672,BCGB04,1800.0,B11950596,FB,20X70,Zone E
580,0182,BCGB02,1800.0,B11950596,FB,20X70,Zone E
581,1458,Bcep52,1778.0,B11950604,FB,25X100,870-3
582,0579,BCGB55,1831.0,B11950618,G6,20X70,Zone D
583,0581,BCGB65,1808.0,B11950618,G6,20X70,940
584,0497,BCGA07,1850.0,B11950618,G6,20X70,940
585,0641,BCGB62,1829.0,B11950618,G6,20X70,Zone C
586,0348,BCGB52,1842.0,B11950618,G6,20X70,Zone D
587,0555,BCGB64,1839.0,B11950618,G6,20X70,Zone D
588,1383,BCGB66,1665.0,B11950618,G6,20X70,Zone D
589,0099,BCGB61,1812.0,B11950618,G6,20X70,Zone C
590,0102,BCGA09,1912.0,B11950618,G6,20X70,940
591,0894,BCGB63,1809.0,B11950618,G6,20X70,Zone D
592,0251,BCGB51,1836.0,B11950618,G6,20X70,Zone D
593,1399,BCGB53,1850.0,B11950618,G6,20X70,Zone D
594,1187,BCGB58,1841.0,B11950618,G6,20X70,Zone D
595,1180,BCGB50,1808.0,B11950618,G6,20X70,Zone D
596,0896,BCGB56,1811.0,B11950618,G6,20X70,Zone D
597,0945,BCGA03,1802.0,B11950618,G6,20X70,940
598,0960,BCGB60,1834.0,B11950618,G6,20X70,Zone C
599,1030,BCGA05,1820.0,B11950618,G6,20X70,940
600,1048,BCGB57,1831.0,B11950618,G6,20X70,Zone D
601,1162,BCGB48,1823.0,B11950618,G6,20X70,Zone C
602,0010,BCGA02,1848.0,B11950618,G6,20X70,940
603,0176,BCGB59,1834.0,B11950618,G6,20X70,Zone C
604,0826,BCGA04,1824.0,B11950618,G6,20X70,940
605,0700,BCGB54,1821.0,B11950618,G6,20X70,Zone D
606,0704,BCGB49,1822.0,B11950618,G6,20X70,Zone C
607,0687,BCGA06,1843.0,B11950618,G6,20X70,940
608,0114,BCEF23,780.0,B11950637,GS,25X100,870-5
609,0233,BCGA17,1734.0,B11950648,MO,4X12,Zone A
610,1418,BCGA19,740.0,B11950648,MO,4X12,Zone A
611,0544,BCCA47,1105.0,B11984656,SH,20X50,870-1
612,0027,BcCa50,1640.0,B11984656,SH,20X50,Zone E
613,0571,Bcbp47,1515.0,B11984668,SH,20X70,Zone E
614,0901,BCFS82,1848.0,B11984668,SH,20X70,Zone E
615,0389,BCFM42,1800.0,B11984958,SL,20X70,Zone A
616,0051,BCGI24,1808.0,B11984958,SL,20X70,Zone A
617,0701,BCGA49,1804.0,B11984958,SL,20X70,940
618,1137,BCGI22,1807.0,B11984958,SL,20X70,Zone A
619,1377,BCGI25,1806.0,B11984958,SL,20X70,Zone A
620,1163,BCGH82,1802.0,B11984958,SL,20X70,940
621,0209,BCGA51,1783.0,B11984958,SL,20X70,940
622,0659,BCGH81,1802.0,B11984958,SL,20X70,940
623,0002,BCGA54,1730.0,B11984958,SL,20X70,940
624,1114,BCGA55,1913.0,B11984958,SL,20X70,940
625,1395,BCFO95,1826.0,B11984958,SL,20X70,Zone A
626,0648,BCFS96,1580.0,B11985846,MO,7X10,Zone A
627,0605,BCCY88,134.0,B11988150,JV,25X100,940
628,0731,BCFY79,1845.0,B11990137,DV,25X100,Dirty Totes
629,1464,BCFK36,1757.0,B11990137,DV,25X100,Dirty Totes
630,1119,BCFK52,1755.0,B11990137,DV,25X100,Dirty Totes
631,1063,BCFY78,599.0,B11990137,DV,25X100,870-5
632,0988,BCCI86,830.0,B11990154,CV,25X100,940
633,0732,BCGG82,1815.0,B11990191,CT,25X100,940
634,0089,BCGG84,1005.0,B11990191,CT,25X100,940
635,0703,BCGG79,1831.0,B11990191,CT,25X100,940
636,0678,BCGG81,1850.0,B11990191,CT,25X100,940
637,1101,BCGG83,1804.0,B11990191,CT,25X100,940
638,1391,BCEX02,1267.0,B11990191,CT,25X100,Prep1
639,0864,BCEW90,1800.0,B11991681,AB,20X70,Zone D
640,0257,BCEW95,807.0,B11991681,AB,20X70,870-3
641,0777,BCEW91,1807.0,B11991681,AB,20X70,Zone D
642,0882,BCEX00,1647.0,B11991681,AB,20X70,Zone D
643,0689,BCEW92,1809.0,B11991681,AB,20X70,Zone D
644,0858,BCGA48,1830.0,B11991724,DO,20X70,Zone E
645,0262,BCFM78,1850.0,B11991724,DO,20X70,940.4
646,0842,BCEW81,1224.0,B11991724,DO,20X70,940.4
647,0434,BCGA45,1800.0,B11991724,DO,20X70,Zone E
648,0372,BCFM81,1809.0,B11991724,DO,20X70,940.4
649,0043,BCEW86,1511.0,B11991724,DO,20X70,940.4
650,1134,BCGA50,1800.0,B11991724,DO,20X70,Zone E
651,1182,BCGA43,1824.0,B11991724,DO,20X70,Zone E
652,1079,BCGA41,1797.0,B11991724,DO,20X70,940.4
653,0996,BCGA46,1840.0,B11991724,DO,20X70,Zone E
654,0359,BCGJ12,1846.0,B12011932,LN,20X70,Zone D
655,0011,BCGJ18,1821.0,B12011932,LN,20X70,Zone C
656,0653,BCGJ17,1820.0,B12011932,LN,20X70,Zone C
657,0752,BCGJ14,1800.0,B12011932,LN,20X70,Zone C
658,1112,BCGJ13,1807.0,B12011932,LN,20X70,Zone C
659,0105,BCGJ15,1817.0,B12011932,LN,20X70,Zone C
660,0303,BCGJ19,873.0,B12011932,LN,20X70,Zone C
661,1351,BCFX84,1802.0,B12011932,LN,20X70,870-5
662,0994,BCFI12,1105.0,B12011944,LN,25X100,870-1
663,0736,BCFY70,1803.0,B12014463,PW,20X70,Zone E
664,0494,BCGH04,1800.0,B12014463,PW,20X70,Drop for 870
665,0367,BCGH01,1850.0,B12014463,PW,20X70,940
666,0492,Bcfo44,1065.0,B12014463,PW,20X70,Zone E
667,1424,BCFY63,1810.0,B12014463,PW,20X70,Zone A
668,0828,BCGG98,1838.0,B12014463,PW,20X70,940
669,0222,BCFY62,1801.0,B12014463,PW,20X70,Zone A
670,1194,BCGH06,1850.0,B12014463,PW,20X70,Drop for 870
671,0085,BCGH00,1850.0,B12014463,PW,20X70,940
672,1358,Bcfo28,1802.0,B12014463,PW,20X70,870-2
673,0874,BCGH05,1816.0,B12014463,PW,20X70,Drop for 870
674,0019,Bcfo43,1809.0,B12014463,PW,20X70,Zone E
675,1175,BCGH08,187.0,B12014463,PW,20X70,870-1
676,0933,Bcfo41,1803.0,B12014463,PW,20X70,Zone E
677,0977,BCGH02,1832.0,B12014463,PW,20X70,940
678,0319,BCFY68,1794.0,B12014463,PW,20X70,Zone E
679,0408,BCFZ40,1444.0,B12014476,PG,25X100,Pregrinds
680,0088,BCFZ21,1494.0,B12014476,PG,25X100,870-3
681,0969,BCFZ12,1686.0,B12014476,PG,25X100,870-3
682,0469,BCFN40,1502.0,B12014476,PG,25X100,Pregrinds
683,0957,BCEI68,894.0,B12014488,PG,30X150,Pregrinds
684,1141,BCFH84,1581.0,B12027538,AB,4X12,Zone D
685,0450,BCFQ04,652.0,B12137725,SS,20X70,870-3
686,0608,BCFP96,1800.0,B12137725,SS,20X70,Zone A
687,0886,BCFP98,1809.0,B12137725,SS,20X70,870-5
688,1052,BCFP86,1826.0,B12137725,SS,20X70,Zone A
689,1072,BCFP84,1811.0,B12137725,SS,20X70,Zone A
690,0119,BCFQ00,1814.0,B12137725,SS,20X70,940.4
691,0550,BCFP90,1810.0,B12137725,SS,20X70,Zone A
692,0032,BCFP93,1780.0,B12137725,SS,20X70,Zone A
693,0680,BCFQ02,1794.0,B12137725,SS,20X70,940.4
694,1189,BCFP88,1800.0,B12137725,SS,20X70,Zone A
695,0044,BBZG13,915.0,B12138321,CS,4X12,Zone C
696,0075,BBWK08,125.0,B12138335,CS,7X10,Zone C
697,0333,BCGH56,1837.0,B12138335,CS,7X10,940
698,0268,BCDD05,679.0,B12138345,CS,10X30,Zone C
699,1068,BBVJ21,2037.0,B12138354,CV,7X10,940
700,0887,BCFY71,970.0,B12138366,DV,4X12,870-1
701,0322,BCGI44,1639.0,B12138366,DV,4X12,Dirty Totes
702,0323,BCGI39,1838.0,B12138366,DV,4X12,Dirty Totes
703,0479,BCGI41,1807.0,B12138366,DV,4X12,Dirty Totes
704,0142,BCFY73,1525.0,B12138366,DV,4X12,870-1
705,0197,BCGI37,1831.0,B12138366,DV,4X12,Dirty Totes
706,0183,BCGI35,1803.0,B12138366,DV,4X12,Dirty Totes
707,0263,BCGE86,1840.0,B12138370,MT,4X12,Zone B
708,0066,BCGE93,1805.0,B12138370,MT,4X12,870-4
709,0086,BCGJ02,1807.0,B12138370,MT,4X12,Zone D
710,1151,BCGE94,1820.0,B12138370,MT,4X12,870-4
711,1376,BCGJ00,1827.0,B12138370,MT,4X12,Zone D
712,0943,BCGE85,1503.0,B12138370,MT,4X12,870-2
713,1373,BCGJ04,1847.0,B12138370,MT,4X12,Zone D
714,0463,BCGE92,1823.0,B12138370,MT,4X12,870-4
715,0609,BCGJ06,1815.0,B12138370,MT,4X12,Zone D
716,0106,BCGE87,481.0,B12138370,MT,4X12,870-3
717,0065,BCFY84,1829.0,B12138397,PG,4X12,Pregrinds
718,0623,BCGG73,1301.0,B12138397,PG,4X12,Zone E
719,0056,BCFY83,1841.0,B12138397,PG,4X12,Pregrinds
720,0508,BCFY82,1828.0,B12138397,PG,4X12,Pregrinds
721,0515,BCGG70,1677.0,B12138397,PG,4X12,870-1
722,0402,BCGG42,1814.0,B12138397,PG,4X12,Zone E
723,1410,BCGG53,1806.0,B12138397,PG,4X12,Pregrinds
724,1056,BCGG67,1804.0,B12138397,PG,4X12,Prep1
725,0150,BCGG52,1800.0,B12138397,PG,4X12,Pregrinds
726,0622,Bcdo84,1409.0,B12138421,RP,25X100,Zone A
727,0360,BBYE71,1476.0,B12138421,RP,25X100,Zone A
728,0442,Bcdo88,1820.0,B12138421,RP,25X100,Zone A
729,0491,Bcdo81,1757.0,B12138421,RP,25X100,Zone A
730,0091,Bcdo89,1465.0,B12138421,RP,25X100,Zone A
731,0795,BCDS74,1322.0,B12138435,WH,4X12,Prep1
732,1367,BCDS77,1090.0,B12138435,WH,4X12,Zone D
733,0627,Bceh39,1498.0,B12326125,CV,4X12,870-4
734,1076,BBVX76,462.0,B12469410,MT,30X150,Jaco Grinding
735,0353,BCFP19,1762.0,B12478108,FL,7X10,Zone D
736,1498,BCEZ18,1701.0,B12478108,FL,7X10,Zone C
737,1443,BCFP20,1842.0,B12478108,FL,7X10,Zone D
738,0861,BCFX25,828.0,B12490009,MW,7X10,Dirty Totes
739,0790,BCFX29,1800.0,B12490009,MW,7X10,Dirty Totes
740,0219,BCFX27,1813.0,B12490009,MW,7X10,940.4
741,0269,BCFY06,1801.0,B12490036,EL,10X30,Zone E
742,0315,BCFY05,1403.0,B12490036,EL,10X30,870-5
743,0602,BCFY07,1850.0,B12490036,EL,10X30,Zone E
744,0595,BCGC15,1800.0,B12497914,SN,20X70,Pregrinds
745,0841,BCGC20,1847.0,B12497914,SN,20X70,Pregrinds
746,0470,BCGC18,1800.0,B12497914,SN,20X70,Pregrinds
747,0789,BCGC22,1881.0,B12497914,SN,20X70,Pregrinds
748,0860,BCGB28,1836.0,B12497925,CG,20X70,Zone E
749,0310,BCFY18,1837.0,B12497925,CG,20X70,Zone E
750,0710,BCGB22,1847.0,B12497925,CG,20X70,Zone E
751,0171,BCGB26,1813.0,B12497925,CG,20X70,Zone E
752,1365,BCFY29,1784.0,B12497925,CG,20X70,Zone E
753,0234,BCGB25,1807.0,B12497925,CG,20X70,Zone E
754,0883,BCGB30,1600.0,B12497925,CG,20X70,870-5
755,0178,BCGB27,1850.0,B12497925,CG,20X70,Zone E
756,1390,BCGB24,1825.0,B12497925,CG,20X70,Zone E
757,0831,BCGB29,1810.0,B12497925,CG,20X70,Zone E
758,0365,BCGB31,1804.0,B12497925,CG,20X70,Zone E
759,0863,BCGB23,1800.0,B12497925,CG,20X70,Zone E
760,0578,BCFY19,1815.0,B12497925,CG,20X70,Zone E
761,0090,BCGB21,1805.0,B12497925,CG,20X70,Zone E
762,0385,BCGH12,1578.0,B12615752,SN,25X100,870-2
763,0566,BCGH19,1472.0,B12615752,SN,25X100,870-2
764,0698,BCFT62,335.0,B12615752,SN,25X100,Jaco Grinding
765,0753,BCGI95,1836.0,B12618543,CW,20X70,Zone D
766,0387,BCGC98,1843.0,B12618543,CW,20X70,Pregrinds
767,0451,BCGC96,1813.0,B12618543,CW,20X70,Pregrinds
768,0358,BCGI98,1818.0,B12618543,CW,20X70,Zone D
769,0583,BCGJ11,1804.0,B12618543,CW,20X70,Zone D
770,1006,BCGJ10,1835.0,B12618543,CW,20X70,Zone D
771,1444,BCGJ03,1801.0,B12618543,CW,20X70,Zone D
772,0991,BCGC95,1101.0,B12618543,CW,20X70,870-1
773,1000,BCGI99,1823.0,B12618543,CW,20X70,Zone D
774,1115,BCGD02,1161.0,B12618543,CW,20X70,Pregrinds
775,1086,BCGJ05,1817.0,B12618543,CW,20X70,Zone D
776,0962,BCGI94,1830.0,B12618543,CW,20X70,Zone D
777,0121,BCGJ01,1823.0,B12618543,CW,20X70,Zone D
778,0853,BCGC99,1850.0,B12618543,CW,20X70,Pregrinds
779,1379,BCGJ16,1785.0,B12618543,CW,20X70,Zone D
780,0245,BCGJ08,1831.0,B12618543,CW,20X70,Zone D
781,0513,BBPH59,1733.0,B12755439,GC,25X100,Dirty Totes
782,0599,Bceh44,1687.0,B12759739,CV,10X30,940
783,0399,BBZF92,896.0,B12815581,DL,25X100,Dirty Totes
784,0730,BCDE29,1467.0,B12815617,CG,25X100,Zone D
785,0676,BCFY77,1800.0,B12816177,DV,7X10,940
786,0015,BCFK30,698.0,B12816177,DV,7X10,870-2
787,1012,BCFY76,1850.0,B12816177,DV,7X10,940
788,0646,BCFA66,1243.0,B12906858,BL,10X30,870-3
789,0702,BCFA65,1840.0,B12906858,BL,10X30,Zone D
790,0459,BCGC90,1807.0,B12964571,FQ,10X30,Dirty Totes
791,0780,BCFP94,1586.0,B12964571,FQ,10X30,Dirty Totes
792,1434,BCGD13,1296.0,B12964571,FQ,10X30,870-5
793,0552,BCEM41,1182.0,B12964591,FQ,4X12,Zone D
794,0505,BCDT09,1106.0,B12964591,FQ,4X12,Zone D
795,0530,BCGC30,701.0,B12964591,FQ,4X12,870-1
796,1029,BCFP87,975.0,B12964591,FQ,4X12,Dirty Totes
797,0651,BCGC36,581.0,B12964607,FQ,7X10,870-1
798,0519,BCGC38,1850.0,B12964607,FQ,7X10,Dirty Totes
799,0047,BCEY64,313.0,B12964607,FQ,7X10,Dirty Totes
800,0819,BCGC34,1804.0,B12964607,FQ,7X10,940.4
801,0313,BCFY88,1814.0,B12964902,PG,7X10,Pregrinds
802,0080,BCFH39,1919.0,B12964902,PG,7X10,870-3
803,0612,BCFY90,1868.0,B12964902,PG,7X10,Pregrinds
804,0229,BCFY94,1842.0,B12964902,PG,7X10,Pregrinds
805,0766,BCEM88,743.0,B12964929,SH,10X30,870-5
806,0355,BCGI91,1780.0,B12964929,SH,10X30,940.4
807,1178,BCGI90,1812.0,B12964929,SH,10X30,940.4
808,1094,BCGI89,1846.0,B12964929,SH,10X30,940.4
809,0340,BCEV39,368.0,B13008969,GC,10X30,870-5
810,0356,BCGI92,1850.0,B13008969,GC,10X30,Zone D
811,0668,BCEV45,1840.0,B13008979,GC,20X70,870-1
812,0060,BCEV46,158.0,B13008979,GC,20X70,870-1
813,0174,BCAU71,859.0,B13011823,VL,7X10,Zone E
814,1087,BCFO89,1832.0,B13011869,VU,7X10,Zone A
815,0206,BCFO91,1187.0,B13011869,VU,7X10,Zone A
816,1471,BCAF92,854.0,B13065844,MH,20X70,870-3
817,0586,BCAI61,1845.22998046875,B13092285,XE,7X10,Zone D
818,0240,BCAI70,1790.0,B13092292,XE,10X30,Zone D
819,0441,BCAJ03,1844.1300048828125,B13092314,XE,25X100,Zone D
820,0748,BCFP60,1696.0,B13131338,B4,25X100,870-2
821,0880,BCFJ55,1850.0,B13131338,B4,25X100,Zone C
822,1136,BCFJ53,1818.0,B13131338,B4,25X100,Zone C
823,0220,BCFJ57,1755.0,B13131338,B4,25X100,870-1
824,0709,BCFR26,870.0,B13131365,BR,25X100,870-2
825,1096,BCFH69,1836.0,B13131365,BR,25X100,Zone E
826,0330,Bceu44,539.0,B13134659,B4,30X100,940
827,0249,BCEU45,1636.0,B13134659,B4,30X100,870-3
828,0756,BCGC44,1812.0,B13155304,FQ,20X70,Prep1
829,0674,BCGG24,1052.0,B13155304,FQ,20X70,Dirty Totes
830,1165,BCGC60,1805.0,B13155304,FQ,20X70,Dirty Totes
831,1427,BCEY84,481.0,B13155304,FQ,20X70,Dirty Totes
832,0630,BCGC46,1838.0,B13155304,FQ,20X70,Prep1
833,1425,BCGC42,1282.0,B13155304,FQ,20X70,870-4
834,0156,BCEW07,1849.0,B13157085,PW,10X30,Zone A
835,1144,BCFG13,1828.0,B13157085,PW,10X30,Zone E
836,1469,BCFY53,1128.0,B13157085,PW,10X30,870-1
837,0417,BCES00,1824.0,B13158380,FP,30X150,870-5
838,1198,BCFW12,1157.0,B13158380,FP,30X150,870-5
839,0400,BCFG98,1803.0,B13171930,WG,10X30,Zone D
840,0033,BCDC65,195.0,B13171930,WG,10X30,870-4
841,1015,BCFH01,623.0,B13171930,WG,10X30,Zone D
842,1116,BCGF11,1837.0,B13171930,WG,10X30,Drop for 870
843,0931,BCGF74,1340.0,B13171931,WG,30X150,940
844,1138,BCGF73,1800.0,B13171931,WG,30X150,940
845,1074,BCFG92,907.0,B13171931,WG,30X150,870-3
846,1064,BCGF72,1850.0,B13171931,WG,30X150,940
847,0812,BCGA67,1805.0,B13171967,FJ,4X8,Zone E
848,0424,BCGA66,1809.0,B13171967,FJ,4X8,Zone E
849,0184,BCGA69,810.0,B13171967,FJ,4X8,870-2
850,1419,BCEB45,951.0,B13171967,FJ,4X8,Zone A
851,0598,BCGA65,1842.0,B13171967,FJ,4X8,Zone E
852,0900,BCFY61,606.0,B13171969,DV,4X8,870-2
853,0131,BCFZ81,1540.0,B13171970,VM,4X8,Zone C
854,0448,BCGI26,808.0,B13171970,VM,4X8,870-4
855,0912,BCGI28,885.0,B13171970,VM,4X8,Dirty Totes
856,0726,BCDI07,1837.0,B13171971,GC,4X8,Dirty Totes
857,1381,BCDI08,1246.0,B13171971,GC,4X8,870-3
858,0763,BCGG10,1755.0,B13171972,GW,4X8,Drop for 870
859,0712,BCGG13,1782.0,B13171972,GW,4X8,Drop for 870
860,0383,BCGG15,1782.0,B13171972,GW,4X8,Drop for 870
861,0418,BCGG05,1850.0,B13171972,GW,4X8,Drop for 870
862,0377,BCGG08,1756.0,B13171972,GW,4X8,Drop for 870
863,0673,BCGG03,693.0,B13171972,GW,4X8,870-5
864,1149,BCGG16,852.0,B13171972,GW,4X8,940
865,1491,BCGG06,1751.0,B13171972,GW,4X8,Drop for 870
866,0921,BCGG07,1779.0,B13171972,GW,4X8,Drop for 870
867,0274,BCFL16,1763.0,B13172005,FJ,7X10,Zone A
868,1127,BCGA71,1800.0,B13172005,FJ,7X10,Zone E
869,0769,BCGA70,1822.0,B13172006,FJ,4X12,Zone E
870,1154,BCFL14,2142.0,B13172006,FJ,4X12,Zone A
871,0814,BCFH27,1850.0,B13172587,EP,4X12,Drop for 870
872,0694,BCFH30,1350.0,B13172587,EP,4X12,Drop for 870
873,1103,BBYL63,1532.0,B13172588,EP,7X10,940
874,1158,BBVV73,750.0,B13172881,AD,10X30,870-5
875,0039,BCDV00,818.0,B13173016,Z1,4X8,870-4
876,0817,BCFU10,1718.0,B13173027,Z1,4X12,870-5
877,0577,BCGD99,1825.0,B13173027,Z1,4X12,Prep1
878,0116,BCFU17,1810.0,B13173027,Z1,4X12,870-5
879,0762,BCGH44,1800.0,B13173028,Z1,7X10,940
880,0869,BCFY35,1635.0,B13173028,Z1,7X10,870-4
881,0141,BCFY37,1827.0,B13173028,Z1,7X10,Prep1
882,1039,BCGH42,1847.0,B13173028,Z1,7X10,940
883,0045,Bcfd80,1833.0,B13173029,Z1,10X30,870-4
884,1449,BCFO13,1511.0,B13173029,Z1,10X30,870-3
885,0706,Bcdf42,1758.0,B13173030,Z1,20X70,940
886,0693,BCDF60,1810.0,B13173030,Z1,20X70,940
887,0757,BCDF48,1826.0,B13173030,Z1,20X70,940
888,0751,BCDF57,1800.0,B13173030,Z1,20X70,940
889,0604,Bcdf39,1762.0,B13173030,Z1,20X70,940
890,0264,BCFU87,1551.0,B13173030,Z1,20X70,940
891,0163,BCDF56,1848.0,B13173030,Z1,20X70,940
